Council	Year	Category	Breed	total	female	male	desexed	chipped	menacing	dangerous	probationary	disqualified	registered	infringements	prosecutions	destruction	injuries	paid_any_yr	paid_this_yr
Auckland (Group)	2015	DOG	_ALL-PURE_	59950	28852	31098	44717	40625	840	27	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	_ALL-CROSS_	38739	19381	19358	31687	28553	1225	20	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	_ALL-DOGS_	98689	48233	50456	76404	69178	2065	47	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Beagle	703	352	351	595	507	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Bichon Frise	1669	799	870	1325	1148	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Boxer	1160	558	602	921	846	5	2	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Cattle, Australian	640	359	281	479	375	5	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Chihuahua, Long Coat	549	271	278	403	377	1	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Chihuahua, Smooth Coat	1111	520	591	748	747	1	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Collie, Bearded	175	70	105	130	103	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Collie, Border	3117	1618	1499	2354	1948	16	3	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Collie, Rough	146	64	82	99	96	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Collie, Smooth	45	18	27	24	21	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Greyhound	436	208	228	279	310	2	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Heading	315	172	143	68	48	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Huntaway	1107	533	574	530	377	2	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Maltese	982	428	554	736	722	2	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Poodle, Miniature	817	357	460	702	533	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Poodle, Toy	1060	528	532	780	770	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Retriever, Golden	2410	1159	1251	1880	1620	1	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Retriever, Labrador	7153	3524	3629	5664	4930	7	2	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Rottweiler	1264	594	670	714	911	13	3	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Schnauzer, Miniature	1964	905	1059	1583	1627	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Shepherd, German	2896	1452	1444	1798	2054	32	4	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Shih Tzu	1438	640	798	1127	1131	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Spaniel, Cavalier King Charles	494	217	277	391	367	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Spaniel, Cocker	1179	551	628	925	777	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Spaniel, English Springer	342	158	184	272	227	2	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Terrier, American Pit Bull	705	300	405	475	546	610	7	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Terrier, Fox (Smooth)	2136	1057	1079	1816	1151	4	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Terrier, Jack Russell	3110	1506	1604	2601	1801	4	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Terrier, Staffordshire Bull	1687	885	802	1189	1202	15	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	Terrier, West Highland White	904	421	483	741	623	3	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	DOG	_Unidentified_	18236	8628	9608	13368	12730	115	6	0	0	0	0	0	0	0	0	0
Auckland (Group)	2015	OWN	_	0	0	0	0	0	0	0	52	7	94206	3360	0	0	0	0	0
Auckland (Group)	2015	JST	_	0	0	0	0	0	0	0	0	0	0	0	332	42	0	0	0
Auckland (Group)	2015	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	3838	859662	1351453
Auckland (Group)	2016	DOG	_ALL-PURE_	60716	29178	31538	45487	44279	795	17	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	_ALL-CROSS_	40842	20339	20503	33639	31681	1380	18	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	_ALL-DOGS_	101558	49517	52041	79126	75960	2175	35	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Beagle	725	367	358	606	583	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Bichon Frise	1620	773	847	1298	1201	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Boxer	1092	518	574	873	857	6	1	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Cattle, Australian	642	351	291	492	410	4	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Chihuahua, Long Coat	524	252	272	402	380	1	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Chihuahua, Smooth Coat	1081	507	574	784	772	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Collie, Bearded	179	74	105	123	109	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Collie, Border	3114	1626	1488	2368	2144	12	1	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Collie, Rough	131	59	72	91	90	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Collie, Smooth	56	23	33	31	30	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Greyhound	490	234	256	346	382	2	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Heading	320	179	141	70	52	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Huntaway	1119	532	587	566	440	3	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Maltese	1079	476	603	822	805	2	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Poodle, Miniature	804	345	459	681	588	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Poodle, Toy	1120	542	578	827	861	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Retriever, Golden	2440	1149	1291	1851	1770	1	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Retriever, Labrador	7367	3628	3739	5799	5521	7	2	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Rottweiler	1297	612	685	734	974	8	2	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Schnauzer, Miniature	2151	1007	1144	1731	1826	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Shepherd, German	2912	1455	1457	1799	2228	27	4	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Shih Tzu	1542	700	842	1218	1253	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Spaniel, Cavalier King Charles	508	215	293	415	404	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Spaniel, Cocker	1159	525	634	921	831	0	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Spaniel, English Springer	340	155	185	259	246	1	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Terrier, American Pit Bull	699	308	391	484	564	588	5	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Terrier, Fox (Smooth)	2003	1013	990	1693	1197	4	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Terrier, Jack Russell	2958	1436	1522	2529	1884	3	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Terrier, Staffordshire Bull	1739	907	832	1282	1340	17	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	Terrier, West Highland White	887	419	468	742	656	2	0	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	DOG	_Unidentified_	18618	8791	9827	13650	13881	107	2	0	0	0	0	0	0	0	0	0
Auckland (Group)	2016	OWN	_	0	0	0	0	0	0	0	15	4	100571	2882	0	0	0	0	0
Auckland City	2001	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	615	195517	0
Auckland City	2002	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	477	171334	0
Auckland City	2003	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	480	272272	0
Auckland City	2004	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	1453	228120	0
Auckland City	2005	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	1547	367711	0
Auckland City	2006	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	1838	401628	417491
Auckland City	2007	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	1879	397375	383384
Auckland City	2008	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	1654	686103	377982
Auckland City	2009	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	1622	479568	432159
Auckland City	2010	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	1558	389948	497199
Auckland City	2011	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	1804	507591	683980
Auckland City	2012	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	2161	685792	533861
Auckland City	2013	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	2602	753352	800881
Auckland City	2014	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	2755	808993	812128
Auckland City	2015	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	2748	609676	998221
Buller District	2001	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2705	0
Buller District	2002	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	9	806	0
Buller District	2003	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	8	307	0
Buller District	2004	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	25	7532	0
Buller District	2005	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4801	0
Buller District	2006	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7519	2118
Buller District	2007	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1687	7079
Buller District	2008	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1116	5481
Buller District	2009	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	29	3000	3059
Buller District	2010	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	28	4756	4809
Buller District	2011	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	38	4535	3676
Buller District	2012	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buller District	2012	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	23	3212	3925
Buller District	2013	DOG	_ALL-PURE_	1422	694	728	828	579	20	8	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	_ALL-CROSS_	946	496	450	597	394	10	3	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	_ALL-DOGS_	2368	1190	1178	1425	973	30	11	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Beagle	11	8	3	7	9	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Bichon Frise	55	29	26	34	40	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Boxer	14	4	10	9	6	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Cattle, Australian	10	7	3	3	0	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Chihuahua, Long Coat	6	2	4	4	3	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Chihuahua, Smooth Coat	19	9	10	16	11	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Collie, Bearded	22	13	9	11	3	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Collie, Border	189	97	92	87	37	1	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Collie, Rough	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Collie, Smooth	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Greyhound	7	5	2	4	2	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Heading	30	19	11	6	1	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Huntaway	116	57	59	48	14	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Maltese	7	4	3	5	3	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Poodle, Miniature	4	2	2	3	4	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Poodle, Toy	12	4	8	8	7	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Retriever, Golden	22	12	10	14	10	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Retriever, Labrador	173	77	96	110	89	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Rottweiler	35	16	19	19	23	1	4	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Schnauzer, Miniature	5	1	4	4	4	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Shepherd, German	44	22	22	24	21	0	1	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Shih Tzu	4	1	3	3	1	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Spaniel, Cavalier King Charles	4	1	3	2	1	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Spaniel, Cocker	27	11	16	18	18	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Spaniel, English Springer	14	8	6	8	7	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Terrier, American Pit Bull	18	10	8	8	16	14	2	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Terrier, Fox (Smooth)	53	27	26	40	22	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Terrier, Jack Russell	109	51	58	89	41	1	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Terrier, Staffordshire Bull	15	6	9	13	6	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	Terrier, West Highland White	6	2	4	4	3	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	DOG	_Unidentified_	387	185	202	226	177	3	1	0	0	0	0	0	0	0	0	0
Buller District	2013	OWN	_	0	0	0	0	0	0	0	0	0	1673	25	0	0	0	0	0
Buller District	2013	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buller District	2013	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	33	4723	3428
Buller District	2014	DOG	_ALL-PURE_	1391	667	724	838	614	21	6	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	_ALL-CROSS_	961	512	449	617	422	9	2	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	_ALL-DOGS_	2352	1179	1173	1455	1036	30	8	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Beagle	10	7	3	7	8	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Bichon Frise	57	29	28	39	39	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Boxer	11	3	8	6	4	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Cattle, Australian	8	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Chihuahua, Long Coat	6	2	4	4	3	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Chihuahua, Smooth Coat	21	8	13	18	12	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Collie, Bearded	19	12	7	10	1	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Collie, Border	184	90	94	85	45	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Collie, Rough	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Collie, Smooth	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Greyhound	5	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Heading	27	18	9	6	1	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Huntaway	114	57	57	47	13	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Maltese	8	5	3	7	4	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Poodle, Miniature	3	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Poodle, Toy	11	4	7	7	7	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Retriever, Golden	21	10	11	12	8	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Retriever, Labrador	170	78	92	114	93	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Rottweiler	45	19	26	23	29	2	2	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Schnauzer, Miniature	5	1	4	3	3	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Shepherd, German	46	25	21	26	24	0	1	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Shih Tzu	4	3	1	3	2	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Spaniel, Cavalier King Charles	4	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Spaniel, Cocker	33	12	21	24	24	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Spaniel, English Springer	15	9	6	10	7	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Terrier, American Pit Bull	19	10	9	9	18	14	2	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Terrier, Fox (Smooth)	55	26	29	43	26	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Terrier, Jack Russell	97	46	51	84	37	1	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Terrier, Staffordshire Bull	15	6	9	12	8	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	Terrier, West Highland White	5	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	DOG	_Unidentified_	370	171	199	224	190	4	1	0	0	0	0	0	0	0	0	0
Buller District	2014	OWN	_	0	0	0	0	0	0	0	0	0	1667	27	0	0	0	0	0
Buller District	2014	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buller District	2014	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	43	17885	18521
Buller District	2015	DOG	_ALL-PURE_	1329	653	676	783	653	25	5	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	_ALL-CROSS_	1021	527	494	677	505	13	2	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	_ALL-DOGS_	2350	1180	1170	1460	1158	38	7	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Beagle	9	6	3	5	8	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Bichon Frise	58	30	28	41	42	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Boxer	13	3	10	6	5	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Cattle, Australian	9	6	3	4	2	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Chihuahua, Long Coat	6	2	4	3	4	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Chihuahua, Smooth Coat	15	6	9	12	9	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Collie, Bearded	17	10	7	8	1	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Collie, Border	190	100	90	88	51	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Collie, Rough	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Collie, Smooth	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Greyhound	4	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Heading	26	19	7	6	4	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Huntaway	98	48	50	39	15	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Maltese	9	5	4	7	5	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Poodle, Miniature	3	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Poodle, Toy	11	4	7	6	8	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Retriever, Golden	18	10	8	14	9	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Retriever, Labrador	165	77	88	108	94	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Rottweiler	41	14	27	23	30	1	2	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Schnauzer, Miniature	4	1	3	2	3	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Shepherd, German	45	22	23	24	29	0	1	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Shih Tzu	6	4	2	4	3	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Spaniel, Cavalier King Charles	7	3	4	6	3	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Spaniel, Cocker	31	11	20	21	25	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Spaniel, English Springer	14	9	5	9	8	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Terrier, American Pit Bull	20	13	7	9	17	18	2	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Terrier, Fox (Smooth)	54	27	27	41	26	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Terrier, Jack Russell	82	39	43	68	34	1	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Terrier, Staffordshire Bull	24	8	16	16	10	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	Terrier, West Highland White	4	2	2	3	3	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	DOG	_Unidentified_	343	168	175	204	199	5	0	0	0	0	0	0	0	0	0	0
Buller District	2015	OWN	_	0	0	0	0	0	0	0	0	0	1660	14	0	0	0	0	0
Buller District	2015	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buller District	2015	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	42	3855	4746
Buller District	2016	DOG	_ALL-PURE_	1225	600	625	742	647	22	6	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	_ALL-CROSS_	949	491	458	643	510	12	2	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	_ALL-DOGS_	2174	1091	1083	1385	1157	34	8	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Beagle	7	5	2	5	7	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Bichon Frise	57	31	26	43	40	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Boxer	13	4	9	7	8	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Cattle, Australian	8	6	2	4	2	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Chihuahua, Long Coat	5	2	3	3	4	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Chihuahua, Smooth Coat	13	7	6	10	10	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Collie, Bearded	12	7	5	6	2	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Collie, Border	160	87	73	82	44	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Collie, Rough	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Collie, Smooth	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Greyhound	2	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Heading	27	18	9	5	4	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Huntaway	98	48	50	46	15	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Maltese	10	5	5	8	7	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Poodle, Miniature	2	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Poodle, Toy	10	4	6	5	8	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Retriever, Golden	18	9	9	12	8	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Retriever, Labrador	160	77	83	106	95	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Rottweiler	39	14	25	19	29	1	1	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Schnauzer, Miniature	4	1	3	2	3	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Shepherd, German	32	15	17	22	24	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Shih Tzu	5	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Spaniel, Cavalier King Charles	5	3	2	5	3	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Spaniel, Cocker	25	9	16	18	22	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Spaniel, English Springer	8	4	4	4	5	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Terrier, American Pit Bull	18	10	8	11	14	14	3	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Terrier, Fox (Smooth)	55	26	29	42	34	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Terrier, Jack Russell	67	31	36	55	33	1	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Terrier, Staffordshire Bull	23	8	15	16	13	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	Terrier, West Highland White	6	2	4	4	4	0	0	0	0	0	0	0	0	0	0	0
Buller District	2016	DOG	_Unidentified_	333	160	173	196	203	6	2	0	0	0	0	0	0	0	0	0
Buller District	2016	OWN	_	0	0	0	0	0	0	0	0	0	1598	30	0	0	0	0	0
Carterton District	2001	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	13	713	0
Carterton District	2002	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	3	192	0
Carterton District	2003	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1858	0
Carterton District	2004	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2808	0
Carterton District	2005	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	10	15074	0
Carterton District	2006	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1936	8800
Carterton District	2007	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	15	695	793
Carterton District	2008	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	12	395	485
Carterton District	2009	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	11	578	488
Carterton District	2010	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	26	4227	3182
